Anonymous_ID,Filename,Relative_Path,Extension,Image_Format,Image_Mode,Channels,Bit_Depth,File_Size_Bytes,File_Size_KB,File_Size_MB,Width,Height,Aspect_Ratio,Total_Pixels,Intensity_Min,Intensity_Max,Intensity_Range_MaxMin,Intensity_Mean,Intensity_Median,Intensity_SD,Intensity_Q1,Intensity_Q3,Intensity_IQR,Intensity_P1,Intensity_P5,Intensity_P95,Intensity_P99,Robust_Range_P95_P5,Robust_Range_P99_P1,Entropy,RMS_Contrast,Laplacian_Variance,Dark_Pixel_Ratio_Percent,Bright_Pixel_Ratio_Percent
P0001,P0001_01.jpg,P0001_01.jpg,.jpg,JPEG,L,1,8-bit,488696,477.242,0.46606,1368,2434,0.562038,3329712,0.0,255.0,255.0,67.17091448149269,0.0,83.55727351706022,0.0,151.0,151.0,0.0,0.0,213.0,241.0,213.0,241.0,4.513460159301758,83.55727351706022,179.37777507355742,55.43101024953509,0.9192086282537348
P0001,P0001_02.jpg,P0001_02.jpg,.jpg,JPEG,L,1,8-bit,594540,580.605,0.567,1384,2394,0.578112,3313296,0.0,255.0,255.0,84.0847787218528,24.0,83.73440667185248,9.0,165.0,156.0,0.0,0.0,222.0,250.0,222.0,250.0,6.979880332946777,83.73440667185248,98.02891292055358,33.44612132450587,1.787917529855467
P0002,P0002_01.jpg,P0002_01.jpg,.jpg,JPEG,L,1,8-bit,757879,740.116,0.72277,1540,2352,0.654762,3622080,0.0,255.0,255.0,103.85648025443943,75.0,59.442488963572266,59.0,158.0,99.0,18.0,38.0,213.0,242.0,175.0,224.0,7.372173309326172,59.442488963572266,118.17642049249213,0.5152564272462232,0.9952844774273346
P0002,P0002_02.jpg,P0002_02.jpg,.jpg,JPEG,L,1,8-bit,702800,686.328,0.67024,1344,2170,0.619355,2916480,0.0,255.0,255.0,96.27669587996489,65.0,85.69109276533702,20.0,181.0,161.0,0.0,0.0,237.0,255.0,237.0,255.0,7.2008161544799805,85.69109276533702,237.86572463789182,13.846280447662936,3.9169135396093924
P0003,P0003_01.jpg,P0003_01.jpg,.jpg,JPEG,L,1,8-bit,485468,474.09,0.46298,1708,2408,0.709302,4112864,0.0,255.0,255.0,48.53510862503598,13.0,67.7432751728566,4.0,67.0,63.0,0.0,0.0,193.0,215.0,193.0,215.0,6.344944000244141,67.7432751728566,100.50981984002235,49.53759715857369,0.08150038513308488
P0003,P0003_02.jpg,P0003_02.jpg,.jpg,JPEG,L,1,8-bit,659166,643.717,0.62863,1496,2250,0.664889,3366000,0.0,255.0,255.0,102.94227658942364,68.0,72.3986196320962,34.0,180.0,146.0,15.0,25.0,209.0,227.0,184.0,212.0,7.1853532791137695,72.3986196320962,330.835420904441,0.5488710635769459,0.23526440879382055
P0003,P0003_03.jpg,P0003_03.jpg,.jpg,JPEG,L,1,8-bit,486805,475.396,0.46425,1844,2282,0.808063,4208008,0.0,255.0,255.0,52.43589223214405,13.0,68.50940371743029,7.0,90.0,83.0,0.0,2.0,193.0,212.0,191.0,212.0,6.3001556396484375,68.50940371743029,71.66421433998445,49.90886424170296,0.0794200011026595
P0003,P0003_04.jpg,P0003_04.jpg,.jpg,JPEG,L,1,8-bit,466296,455.367,0.44469,1660,2218,0.748422,3681880,0.0,255.0,255.0,51.13721196779906,14.0,67.34171393762308,6.0,79.0,73.0,0.0,1.0,191.0,212.0,190.0,212.0,6.422512054443359,67.34171393762308,118.63786790426556,45.665746846719614,0.07545058502721436
P0004,P0004_01.jpg,P0004_01.jpg,.jpg,JPEG,L,1,8-bit,607109,592.88,0.57898,2032,2582,0.786987,5246624,0.0,255.0,255.0,41.88428844910556,10.0,59.77905373584347,9.0,48.0,39.0,0.0,1.0,175.0,197.0,174.0,197.0,5.521726608276367,59.77905373584347,60.55460948905863,65.64747159316163,0.04570558134144928
P0004,P0004_02.jpg,P0004_02.jpg,.jpg,JPEG,L,1,8-bit,641879,626.835,0.61214,2032,2497,0.813777,5073904,0.0,255.0,255.0,58.12884792459613,14.0,70.26454101563104,12.0,102.0,90.0,0.0,3.0,203.0,225.0,200.0,225.0,6.069126605987549,70.26454101563104,65.21279078467794,26.205344050656066,0.10934381099839492
P0005,P0005_01.jpg,P0005_01.jpg,.jpg,JPEG,L,1,8-bit,1001759,978.28,0.95535,2440,2590,0.942085,6319600,0.0,255.0,255.0,84.79477989113235,45.0,66.21081795496677,28.0,157.0,129.0,13.0,19.0,191.0,210.0,172.0,197.0,6.90068244934082,66.21081795496677,83.89606297922919,0.2945439584783847,0.05168048610671561
P0005,P0005_02.jpg,P0005_02.jpg,.jpg,JPEG,L,1,8-bit,653355,638.042,0.62309,2032,2439,0.833128,4956048,0.0,255.0,255.0,67.67359597808577,27.0,65.54984529155607,21.0,132.0,111.0,4.0,13.0,191.0,212.0,178.0,208.0,6.629462718963623,65.54984529155607,58.73403750018868,4.647210842187162,0.07181124960855909
P0005,P0005_03.jpg,P0005_03.jpg,.jpg,JPEG,L,1,8-bit,656489,641.103,0.62608,2032,2439,0.833128,4956048,0.0,255.0,255.0,65.39147663622306,26.0,69.23229150326354,20.0,118.0,98.0,0.0,1.0,203.0,235.0,202.0,235.0,6.718338966369629,69.23229150326354,66.97145183869526,12.656172821570735,0.7064701552527336
P0006,P0006_01.jpg,P0006_01.jpg,.jpg,JPEG,L,1,8-bit,443685,433.286,0.42313,1628,2204,0.738657,3588112,0.0,255.0,255.0,54.42969366619548,13.0,71.52141567349403,10.0,92.0,82.0,0.0,2.0,203.0,223.0,201.0,223.0,6.04471492767334,71.52141567349403,57.70543079087539,48.00574786963171,0.13748177314420507
P0006,P0006_02.jpg,P0006_02.jpg,.jpg,JPEG,L,1,8-bit,482348,471.043,0.46,1628,2247,0.724522,3658116,0.0,255.0,255.0,59.86885599035132,13.0,72.43174233613001,10.0,114.0,104.0,0.0,2.0,203.0,223.0,201.0,223.0,6.28492546081543,72.43174233613001,48.027764342107105,46.49417897081449,0.10494473111295542
P0006,P0006_03.jpg,P0006_03.jpg,.jpg,JPEG,L,1,8-bit,403971,394.503,0.38526,1480,2173,0.681086,3216040,0.0,255.0,255.0,47.894199699008716,6.0,67.540006682287,3.0,89.0,86.0,0.0,0.0,185.0,209.0,185.0,209.0,5.821146488189697,67.540006682287,60.00382159458586,62.24602305941468,0.08280369647143693
P0006,P0006_04.jpg,P0006_04.jpg,.jpg,JPEG,L,1,8-bit,410442,400.822,0.39143,1528,2077,0.735676,3173656,0.0,255.0,255.0,58.05026316651836,14.0,68.85252303545373,11.0,102.0,91.0,0.0,2.0,199.0,222.0,197.0,222.0,6.455625534057617,68.85252303545373,59.589969462453,39.206864260020616,0.12238251404689104
P0007,P0007_01.jpg,P0007_01.jpg,.jpg,JPEG,L,1,8-bit,569601,556.251,0.54321,2032,2439,0.833128,4956048,0.0,255.0,255.0,38.33931027302399,12.0,54.19698822134155,9.0,33.0,24.0,0.0,2.0,168.0,192.0,166.0,192.0,5.682414531707764,54.19698822134155,70.30091374755946,53.9717734775773,0.06240859652691015
P0007,P0007_02.jpg,P0007_02.jpg,.jpg,JPEG,L,1,8-bit,535345,522.798,0.51054,2032,2439,0.833128,4956048,0.0,255.0,255.0,51.704496405200274,8.0,72.96376451777994,5.0,85.0,80.0,2.0,2.0,210.0,241.0,208.0,239.0,5.665315628051758,72.96376451777994,66.74778177912039,63.90854164447156,0.8800762220220627
P0007,P0007_03.jpg,P0007_03.jpg,.jpg,JPEG,L,1,8-bit,597976,583.961,0.57027,2032,2439,0.833128,4956048,0.0,255.0,255.0,48.67212847817454,18.0,58.44411462304091,11.0,69.0,58.0,0.0,3.0,172.0,193.0,169.0,193.0,6.399589538574219,58.44411462304091,56.183456197639806,32.55882509612498,0.054277117574325344
P0007,P0007_04.jpg,P0007_04.jpg,.jpg,JPEG,L,1,8-bit,517399,505.272,0.49343,2032,2439,0.833128,4956048,0.0,255.0,255.0,46.82463063311735,9.0,64.84985445764663,4.0,75.0,71.0,0.0,0.0,188.0,214.0,188.0,214.0,6.142887592315674,64.84985445764663,45.809001736599136,59.117647770965895,0.07725913873311963
P0008,P0008_01.jpg,P0008_01.jpg,.jpg,JPEG,L,1,8-bit,409011,399.425,0.39006,2032,1241,1.637389,2521712,0.0,255.0,255.0,69.56232194636026,34.0,72.11524668541126,10.0,137.0,127.0,0.0,2.0,202.0,231.0,200.0,231.0,6.893058776855469,72.11524668541126,145.3116861619189,40.50391162829062,0.47983274854543256
P0008,P0008_02.jpg,P0008_02.jpg,.jpg,JPEG,L,1,8-bit,468290,457.314,0.4466,2032,1301,1.561875,2643632,0.0,255.0,255.0,87.4108230646323,65.0,76.39566553515456,14.0,166.0,152.0,2.0,7.0,206.0,231.0,199.0,229.0,6.92152214050293,76.39566553515456,141.67006521110122,14.67284402670266,0.3907124743534652
P0008,P0008_03.jpg,P0008_03.jpg,.jpg,JPEG,L,1,8-bit,671498,655.76,0.64039,2440,2032,1.200787,4958080,0.0,255.0,255.0,54.48192606815542,14.0,65.58658135910146,3.0,121.0,118.0,0.0,0.0,172.0,195.0,172.0,195.0,6.366182804107666,65.58658135910146,56.97889160683961,48.36680731250807,0.05272202142764941
P0008,P0008_04.jpg,P0008_04.jpg,.jpg,JPEG,L,1,8-bit,424267,414.323,0.40461,1628,2032,0.801181,3308096,0.0,255.0,255.0,62.191523462438816,31.0,52.249608449195456,28.0,95.0,67.0,9.0,17.0,170.0,198.0,153.0,189.0,6.505277633666992,52.249608449195456,55.05764289104795,2.3310689895335566,0.09135164154849194
P0008,P0008_05.jpg,P0008_05.jpg,.jpg,JPEG,L,1,8-bit,369502,360.842,0.35238,1628,2032,0.801181,3308096,0.0,255.0,255.0,56.36013434918455,5.0,76.15490374415435,0.0,120.0,120.0,0.0,0.0,203.0,228.0,203.0,228.0,5.305195331573486,76.15490374415435,66.0374349644598,60.24958163245565,0.31298970767474704
P0009,P0009_01.jpg,P0009_01.jpg,.jpg,JPEG,L,1,8-bit,576817,563.298,0.5501,2032,2439,0.833128,4956048,0.0,255.0,255.0,62.3572197040868,37.0,56.65878054935785,35.0,40.0,5.0,18.0,26.0,199.0,234.0,173.0,216.0,5.396461486816406,56.65878054935785,58.13844715647227,0.09041478210057691,0.5997520605127311
P0009,P0009_02.jpg,P0009_02.jpg,.jpg,JPEG,L,1,8-bit,486453,475.052,0.46392,2032,2439,0.833128,4956048,0.0,255.0,255.0,52.70676595545483,21.0,65.26750912117338,19.0,47.0,28.0,9.0,12.0,212.0,254.0,200.0,245.0,5.265671253204346,65.26750912117338,49.551115271452176,5.5599945763237155,1.8205634812253635
P0010,P0010_01.jpg,P0010_01.jpg,.jpg,JPEG,L,1,8-bit,652630,637.334,0.6224,2504,1617,1.548547,4048968,0.0,255.0,255.0,82.4708189839979,37.0,78.03894668665076,19.0,164.0,145.0,2.0,8.0,223.0,250.0,215.0,248.0,7.3214640617370605,78.03894668665076,185.56287200228897,10.26999966411194,1.7113743551443232
P0010,P0010_02.jpg,P0010_02.jpg,.jpg,JPEG,L,1,8-bit,587047,573.288,0.55985,2320,1449,1.601104,3361680,0.0,255.0,255.0,91.18790902167963,58.0,84.62541756731879,10.0,176.0,166.0,0.0,3.0,224.0,248.0,221.0,248.0,7.118408203125,84.62541756731879,140.30734889779097,32.84143642464482,1.7405582922824303
P0011,P0011_01.jpg,P0011_01.jpg,.jpg,JPEG,L,1,8-bit,593331,579.425,0.56584,2372,1338,1.772795,3173736,0.0,255.0,255.0,84.49444125157228,37.0,80.26089445271735,16.0,165.0,149.0,0.0,1.0,222.0,246.0,221.0,246.0,7.363871097564697,80.26089445271735,234.6901741870931,18.931662873030398,1.3247793767345488
P0012,P0012_01.jpg,P0012_01.jpg,.jpg,JPEG,L,1,8-bit,527283,514.925,0.50286,1628,2190,0.743379,3565320,0.0,255.0,255.0,58.184212356815095,21.0,65.17192212503518,15.0,106.0,91.0,0.0,6.0,189.0,213.0,183.0,213.0,6.487372875213623,65.17192212503518,77.75654655392623,15.236472462499858,0.10571281119226325
P0012,P0012_02.jpg,P0012_02.jpg,.jpg,JPEG,L,1,8-bit,496309,484.677,0.47332,1628,2183,0.745763,3553924,0.0,255.0,255.0,59.3694023845192,20.0,64.7274825524216,13.0,119.0,106.0,0.0,5.0,184.0,208.0,179.0,208.0,6.537627696990967,64.7274825524216,47.79188395703263,21.601981359196202,0.08421676997032013
P0013,P0013_01.jpg,P0013_01.jpg,.jpg,JPEG,L,1,8-bit,494566,482.975,0.47165,1628,2251,0.723234,3664628,0.0,255.0,255.0,46.58407347212323,11.0,67.10462144850459,9.0,50.0,41.0,0.0,2.0,193.0,217.0,191.0,217.0,5.526644706726074,67.10462144850459,142.267362118866,66.64651910098378,0.11294461538797389
P0013,P0013_02.jpg,P0013_02.jpg,.jpg,JPEG,L,1,8-bit,622543,607.952,0.5937,1476,2162,0.682701,3191112,0.0,255.0,255.0,75.27775427499881,20.0,76.75359683692253,17.0,163.0,146.0,1.0,8.0,205.0,226.0,197.0,225.0,6.337517738342285,76.75359683692253,413.59097162153836,11.267858978312262,0.23556051934247374
P0014,P0014_01.jpg,P0014_01.jpg,.jpg,JPEG,L,1,8-bit,583681,570.001,0.55664,1684,2454,0.686227,4132536,0.0,255.0,255.0,59.21770941620351,19.0,65.47556714154268,11.0,122.0,111.0,0.0,3.0,180.0,201.0,177.0,201.0,6.689957141876221,65.47556714154268,90.55284510383025,31.328027148462834,0.052582724022246875
P0014,P0014_02.jpg,P0014_02.jpg,.jpg,JPEG,L,1,8-bit,590092,576.262,0.56276,1628,2530,0.643478,4118840,0.0,255.0,255.0,75.15276534169814,27.0,72.91745727701492,18.0,146.0,128.0,0.0,0.0,204.0,222.0,204.0,222.0,6.9927802085876465,72.91745727701492,48.32290288904629,16.28696429091686,0.3667294675199813
P0015,P0015_01.jpg,P0015_01.jpg,.jpg,JPEG,L,1,8-bit,578150,564.6,0.55137,2032,2439,0.833128,4956048,0.0,255.0,255.0,42.09663546438614,17.0,54.5941272253491,14.0,24.0,10.0,0.0,7.0,175.0,202.0,168.0,202.0,5.607783317565918,54.5941272253491,59.62527508908266,13.927730320610292,0.0628323212365982
P0015,P0015_02.jpg,P0015_02.jpg,.jpg,JPEG,L,1,8-bit,488698,477.244,0.46606,2032,2439,0.833128,4956048,0.0,255.0,255.0,37.20444898838752,4.0,60.92306956030306,2.0,48.0,46.0,0.0,0.0,176.0,215.0,176.0,215.0,5.083747386932373,60.92306956030306,46.118798157109374,68.52911836204976,0.314847636665343
P0016,P0016_01.jpg,P0016_01.jpg,.jpg,JPEG,L,1,8-bit,851105,831.157,0.81168,2440,2518,0.969023,6143920,0.0,255.0,255.0,47.257760192190005,15.0,59.10742629816721,12.0,62.0,50.0,0.0,4.0,176.0,200.0,172.0,200.0,6.0318603515625,59.10742629816721,57.433080514433975,25.832676857771585,0.052637404132866314
P0016,P0016_02.jpg,P0016_02.jpg,.jpg,JPEG,L,1,8-bit,599834,585.775,0.57205,2032,2439,0.833128,4956048,0.0,255.0,255.0,54.77160632826801,33.0,50.38319849780928,31.0,35.0,4.0,9.0,20.0,176.0,207.0,156.0,198.0,5.303789138793945,50.38319849780928,60.26050584131916,1.7012748867646157,0.0851686666472964
P0016,P0016_03.jpg,P0016_03.jpg,.jpg,JPEG,L,1,8-bit,600551,586.476,0.57273,2032,2439,0.833128,4956048,0.0,255.0,255.0,64.01704523442872,39.0,57.99197229478059,37.0,42.0,5.0,13.0,25.0,206.0,231.0,181.0,218.0,5.541799068450928,57.99197229478059,48.190784794190705,0.8913755476137439,0.38129170661785355
P0017,P0017_01.jpg,P0017_01.jpg,.jpg,JPEG,L,1,8-bit,520673,508.47,0.49655,2440,1409,1.731725,3437960,0.0,255.0,255.0,59.14690688664208,14.0,65.65749593451272,11.0,104.0,93.0,0.0,3.0,194.0,216.0,191.0,216.0,6.445993423461914,65.65749593451272,89.87051633752354,37.996660810480634,0.08269438853273453
P0017,P0017_02.jpg,P0017_02.jpg,.jpg,JPEG,L,1,8-bit,611122,596.799,0.58281,2032,2439,0.833128,4956048,0.0,255.0,255.0,65.21291520986075,34.0,57.903891913181546,32.0,86.0,54.0,12.0,22.0,186.0,208.0,164.0,196.0,5.855010032653809,57.903891913181546,51.21115138014146,1.0316082491533576,0.05897844411514981
P0017,P0017_03.jpg,P0017_03.jpg,.jpg,JPEG,L,1,8-bit,611410,597.08,0.58309,2032,2439,0.833128,4956048,0.0,255.0,255.0,63.74749235681333,25.0,68.4039443712096,23.0,105.0,82.0,2.0,13.0,203.0,225.0,190.0,223.0,5.812924385070801,68.4039443712096,57.622605892993796,4.979390837215459,0.13250476992958904
P0018,P0018_01.jpg,P0018_01.jpg,.jpg,JPEG,L,1,8-bit,539884,527.23,0.51487,2032,2439,0.833128,4956048,0.0,255.0,255.0,40.43098210509664,16.0,54.07284381166703,13.0,23.0,10.0,0.0,5.0,172.0,200.0,167.0,200.0,5.777156829833984,54.07284381166703,47.38124502567486,23.134501522180575,0.07417200156253531
P0018,P0018_02.jpg,P0018_02.jpg,.jpg,JPEG,L,1,8-bit,523071,510.812,0.49884,2032,2439,0.833128,4956048,0.0,255.0,255.0,41.074938539739726,13.0,54.61106690195052,11.0,47.0,36.0,0.0,4.0,170.0,196.0,166.0,196.0,5.530566215515137,54.61106690195052,48.03585186873452,35.221712945475915,0.07834871655803172
P0019,P0019_01.jpg,P0019_01.jpg,.jpg,JPEG,L,1,8-bit,426052,416.066,0.40631,2440,1365,1.787546,3330600,0.0,255.0,255.0,43.03274665225485,13.0,55.41509924903507,8.0,66.0,58.0,0.0,0.0,167.0,199.0,167.0,199.0,6.318199157714844,55.41509924903507,72.7615617715472,48.123461238215334,0.10028223142977241
P0019,P0019_02.jpg,P0019_02.jpg,.jpg,JPEG,L,1,8-bit,443530,433.135,0.42298,2440,1397,1.7466,3408680,0.0,255.0,255.0,44.49613134703169,13.0,55.60129425845115,9.0,72.0,63.0,0.0,2.0,167.0,198.0,165.0,198.0,6.286096572875977,55.60129425845115,70.07483470378043,47.15934027248084,0.09458206695847073
P0020,P0020_01.jpg,P0020_01.jpg,.jpg,JPEG,L,1,8-bit,417435,407.651,0.3981,2272,1441,1.576683,3273952,0.0,255.0,255.0,54.34985821417052,20.0,62.558778126696055,13.0,87.0,74.0,0.0,4.0,185.0,210.0,181.0,210.0,6.684511184692383,62.558778126696055,174.96264885588565,24.465997057989856,0.10693498255319564
P0020,P0020_02.jpg,P0020_02.jpg,.jpg,JPEG,L,1,8-bit,367977,359.353,0.35093,2024,1318,1.53566,2667632,0.0,255.0,255.0,54.08349202588663,16.0,60.70117295102458,12.0,98.0,86.0,0.0,4.0,177.0,202.0,173.0,202.0,6.510903358459473,60.70117295102458,189.97146852581128,29.87237370072034,0.12674161953372878
P0021,P0021_01.jpg,P0021_01.jpg,.jpg,JPEG,L,1,8-bit,655659,640.292,0.62529,2032,2439,0.833128,4956048,0.0,255.0,255.0,51.38468372380574,24.0,61.97084050091742,20.0,48.0,28.0,0.0,0.0,192.0,218.0,192.0,218.0,5.881782531738281,61.97084050091742,185.14376274410665,15.081774833496366,0.13236352835969306
P0021,P0021_02.jpg,P0021_02.jpg,.jpg,JPEG,L,1,8-bit,628731,613.995,0.5996,2032,2439,0.833128,4956048,0.0,255.0,255.0,46.422959382152875,5.0,72.65191372724784,4.0,68.0,64.0,0.0,0.0,200.0,223.0,200.0,223.0,4.974799633026123,72.65191372724784,180.50868804011517,69.33718156079198,0.15036173983787082
P0021,P0021_03.jpg,P0021_03.jpg,.jpg,JPEG,L,1,8-bit,516680,504.57,0.49274,2440,1406,1.73542,3430640,0.0,255.0,255.0,50.85883042231187,14.0,60.41397467926505,12.0,77.0,65.0,0.0,4.0,182.0,208.0,178.0,208.0,6.222113609313965,60.41397467926505,122.98162319981148,31.684816827180935,0.11030011892824662
P0022,P0022_01.jpg,P0022_01.jpg,.jpg,JPEG,L,1,8-bit,729741,712.638,0.69594,2032,2439,0.833128,4956048,0.0,255.0,255.0,93.47890193960994,76.0,53.52661139436606,53.0,105.0,52.0,31.0,41.0,206.0,235.0,165.0,204.0,7.184292316436768,53.52661139436606,81.96492151028878,0.12524091776350835,0.5707370065826642
P0022,P0022_02.jpg,P0022_02.jpg,.jpg,JPEG,L,1,8-bit,697382,681.037,0.66508,2032,2439,0.833128,4956048,0.0,255.0,255.0,93.41045587129099,63.0,63.28889986660301,48.0,145.0,97.0,26.0,38.0,220.0,245.0,182.0,219.0,7.019654750823975,63.28889986660301,69.76678620791628,0.0994542425739218,1.299139959903536
P0023,P0023_01.jpg,P0023_01.jpg,.jpg,JPEG,L,1,8-bit,325585,317.954,0.3105,1628,2032,0.801181,3308096,0.0,255.0,255.0,38.91656136944031,0.0,65.58524129139083,0.0,56.0,56.0,0.0,0.0,179.0,200.0,179.0,200.0,3.969697952270508,65.58524129139083,73.44520642750439,68.86568588094178,0.017472286173073573
P0023,P0023_02.jpg,P0023_02.jpg,.jpg,JPEG,L,1,8-bit,400846,391.451,0.38228,1628,2032,0.801181,3308096,0.0,255.0,255.0,50.77022069492542,6.0,71.4974327944921,0.0,108.0,108.0,0.0,0.0,192.0,213.0,192.0,213.0,5.483442306518555,71.4974327944921,101.3579027473244,60.81443827506819,0.07248882741008726
P0024,P0024_01.jpg,P0024_01.jpg,.jpg,JPEG,L,1,8-bit,897068,876.043,0.85551,2152,2568,0.838006,5526336,0.0,255.0,255.0,51.71518905111814,17.0,65.00170503234008,11.0,94.0,83.0,0.0,0.0,186.0,213.0,186.0,213.0,6.206787586212158,65.00170503234008,115.08077891594155,29.59669842731242,0.1043729516265388
P0024,P0024_02.jpg,P0024_02.jpg,.jpg,JPEG,L,1,8-bit,858881,838.751,0.81909,2176,2724,0.798825,5927424,0.0,255.0,255.0,52.514255939848404,19.0,59.83022787208175,16.0,78.0,62.0,0.0,7.0,183.0,208.0,176.0,208.0,6.120678901672363,59.83022787208175,94.25332945083184,11.889161295024618,0.0707389921827762
P0025,P0025_01.jpg,P0025_01.jpg,.jpg,JPEG,L,1,8-bit,361668,353.191,0.34491,1688,2268,0.744268,3828384,0.0,255.0,255.0,37.01796920058176,0.0,57.27508696300268,0.0,72.0,72.0,0.0,0.0,153.0,174.0,153.0,174.0,3.806124448776245,57.27508696300268,41.4213199547986,64.86838833304078,0.0198517181139614
P0025,P0025_02.jpg,P0025_02.jpg,.jpg,JPEG,L,1,8-bit,381313,372.376,0.36365,1676,2316,0.723661,3881616,0.0,255.0,255.0,52.26316307434841,0.0,71.84206887609656,0.0,108.0,108.0,0.0,0.0,192.0,213.0,192.0,213.0,4.367582321166992,71.84206887609656,49.53849725841992,57.74432607450093,0.017956438761587958
P0026,P0026_01.jpg,P0026_01.jpg,.jpg,JPEG,L,1,8-bit,695042,678.752,0.66284,2152,2690,0.8,5788880,0.0,255.0,255.0,45.66461733530493,13.0,65.00781083299212,0.0,49.0,49.0,0.0,0.0,183.0,212.0,183.0,212.0,5.754001617431641,65.00781083299212,59.76681487872037,49.84534141319219,0.11352800541728279
P0026,P0026_02.jpg,P0026_02.jpg,.jpg,JPEG,L,1,8-bit,693692,677.434,0.66156,2120,2625,0.807619,5565000,0.0,255.0,255.0,52.05894339622642,13.0,65.49248033951648,4.0,118.0,114.0,0.0,0.0,176.0,203.0,176.0,203.0,6.344979286193848,65.49248033951648,41.74446769487577,48.51290206648697,0.05433962264150944
P0027,P0027_01.jpg,P0027_01.jpg,.jpg,JPEG,L,1,8-bit,597711,583.702,0.57002,2608,1532,1.70235,3995456,0.0,255.0,255.0,51.9705310232424,12.0,59.4979648050658,8.0,93.0,85.0,0.0,0.0,174.0,195.0,174.0,195.0,6.410743713378906,59.4979648050658,78.73013543366744,52.19481831360425,0.06389758765958128
P0028,P0028_01.jpg,P0028_01.jpg,.jpg,JPEG,L,1,8-bit,528087,515.71,0.50362,1628,2318,0.70233,3773704,0.0,255.0,255.0,68.12806197836396,9.0,82.46746068780045,3.0,159.0,156.0,0.0,0.0,206.0,228.0,206.0,228.0,6.025607585906982,82.46746068780045,70.20497699818051,57.08865878192885,0.2590028258708155
P0028,P0028_02.jpg,P0028_02.jpg,.jpg,JPEG,L,1,8-bit,527618,515.252,0.50318,1628,2404,0.677205,3913712,0.0,255.0,255.0,71.55187198240444,22.0,78.16625838015014,14.0,155.0,141.0,4.0,9.0,211.0,230.0,202.0,226.0,6.624537467956543,78.16625838015014,74.40964437079977,18.9461820389441,0.30316487263242675
P0029,P0029_01.jpg,P0029_01.jpg,.jpg,JPEG,L,1,8-bit,542681,529.962,0.51754,2440,1526,1.598952,3723440,0.0,255.0,255.0,41.72971123477215,11.0,52.835526926182,8.0,64.0,56.0,0.0,0.0,163.0,192.0,163.0,192.0,6.206280708312988,52.835526926182,116.11025790095114,56.28110027286595,0.0873923038910255
P0029,P0029_02.jpg,P0029_02.jpg,.jpg,JPEG,L,1,8-bit,589999,576.171,0.56267,2440,1663,1.467228,4057720,0.0,255.0,255.0,48.562354967814436,13.0,58.56029264039266,10.0,82.0,72.0,0.0,2.0,179.0,203.0,177.0,203.0,6.282438278198242,58.56029264039266,88.27281243308845,47.28236546632098,0.06363179322378083
P0030,P0030_01.jpg,P0030_01.jpg,.jpg,JPEG,L,1,8-bit,832165,812.661,0.79361,2032,2439,0.833128,4956048,0.0,255.0,255.0,90.05522141835591,66.0,54.250074327050854,57.0,85.0,28.0,36.0,47.0,210.0,240.0,163.0,204.0,6.663911819458008,54.250074327050854,103.66605250438353,0.09681100748015355,0.8664161444764054
P0030,P0030_02.jpg,P0030_02.jpg,.jpg,JPEG,L,1,8-bit,745854,728.373,0.7113,2032,2439,0.833128,4956048,0.0,255.0,255.0,73.4269813367425,38.0,65.29348892320321,33.0,128.0,95.0,10.0,21.0,204.0,238.0,183.0,228.0,6.348111629486084,65.29348892320321,73.54342677679547,1.732711224750043,0.7381889763779528
P0030,P0030_03.jpg,P0030_03.jpg,.jpg,JPEG,L,1,8-bit,503643,491.839,0.48031,2032,2439,0.833128,4956048,0.0,255.0,255.0,44.772646673317126,21.0,59.84986266075178,0.0,40.0,40.0,0.0,0.0,181.0,210.0,181.0,210.0,5.669521808624268,59.84986266075178,45.03348303298613,30.197205515362242,0.0751203378175514
P0030,P0030_04.jpg,P0030_04.jpg,.jpg,JPEG,L,1,8-bit,433213,423.06,0.41314,1664,2273,0.732072,3782272,0.0,255.0,255.0,46.6369221991438,14.0,56.886477770925225,11.0,71.0,60.0,0.0,4.0,169.0,199.0,165.0,199.0,6.25364351272583,56.886477770925225,25.270608877881845,38.03882957122068,0.0800577007682155
P0030,P0030_05.jpg,P0030_05.jpg,.jpg,JPEG,L,1,8-bit,528275,515.894,0.5038,2032,2439,0.833128,4956048,0.0,255.0,255.0,43.31783429054763,23.0,49.53019791905787,21.0,25.0,4.0,4.0,13.0,171.0,202.0,158.0,198.0,5.119271755218506,49.53019791905787,45.09516825059075,4.475118077952433,0.07703718769471159
P0030,P0030_06.jpg,P0030_06.jpg,.jpg,JPEG,L,1,8-bit,766084,748.129,0.73059,2032,2439,0.833128,4956048,0.0,255.0,255.0,46.52440735037272,23.0,49.727779230301,18.0,75.0,57.0,0.0,0.0,153.0,192.0,153.0,192.0,6.098982334136963,49.727779230301,63.40180953638802,14.464125448341097,0.07475714520924737
P0031,P0031_01.jpg,P0031_01.jpg,.jpg,JPEG,L,1,8-bit,609244,594.965,0.58102,1628,2517,0.646802,4097676,0.0,255.0,255.0,64.64767150941168,26.0,64.44016282827012,17.0,125.0,108.0,2.0,9.0,186.0,209.0,177.0,207.0,6.844303607940674,64.44016282827012,74.63082488636672,8.855019284101525,0.0860487749641504
