Anonymous_ID,Filename,Relative_Path,Extension,Image_Format,Image_Mode,Channels,Bit_Depth,File_Size_Bytes,File_Size_KB,File_Size_MB,Width,Height,Aspect_Ratio,Total_Pixels,Intensity_Min,Intensity_Max,Intensity_Range_MaxMin,Intensity_Mean,Intensity_Median,Intensity_SD,Intensity_Q1,Intensity_Q3,Intensity_IQR,Intensity_P1,Intensity_P5,Intensity_P95,Intensity_P99,Robust_Range_P95_P5,Robust_Range_P99_P1,Entropy,RMS_Contrast,Laplacian_Variance,Dark_Pixel_Ratio_Percent,Bright_Pixel_Ratio_Percent
P0100,P0100_01.jpg,P0100_01.jpg,.jpg,JPEG,L,1,8-bit,957397,934.958,0.91304,2120,2715,0.780847,5755800,0.0,255.0,255.0,72.83628374856666,45.0,70.56617852894236,17.0,127.0,110.0,0.0,3.0,208.0,232.0,205.0,232.0,7.354550361633301,70.56617852894236,161.70303567573183,19.630598700441293,0.38811286007157997
P0100,P0100_02.jpg,P0100_02.jpg,.jpg,JPEG,L,1,8-bit,805663,786.78,0.76834,2048,2674,0.765894,5476352,0.0,255.0,255.0,60.74010710049318,18.0,71.31259644589117,10.0,123.0,113.0,0.0,4.0,197.0,217.0,193.0,217.0,6.607945442199707,71.31259644589117,137.9948052451055,35.16972612425205,0.09254335732984292
P0101,P0101_01.jpg,P0101_01.jpg,.jpg,JPEG,L,1,8-bit,612555,598.198,0.58418,2032,2439,0.833128,4956048,0.0,255.0,255.0,42.2490480318189,17.0,54.85400998544799,15.0,26.0,11.0,0.0,8.0,177.0,207.0,169.0,207.0,5.733450412750244,54.85400998544799,53.342324972637506,15.106189447721249,0.11002718294899484
P0101,P0101_02.jpg,P0101_02.jpg,.jpg,JPEG,L,1,8-bit,579619,566.034,0.55277,2032,2439,0.833128,4956048,0.0,255.0,255.0,35.791776835091184,11.0,52.08327546691704,9.0,33.0,24.0,0.0,1.0,165.0,196.0,164.0,196.0,5.565343379974365,52.08327546691704,40.17602999448951,66.00991354401732,0.08874006062895275
P0102,P0102_01.jpg,P0102_01.jpg,.jpg,JPEG,L,1,8-bit,1195164,1167.152,1.1398,2800,2444,1.145663,6843200,0.0,255.0,255.0,61.82783230067805,23.0,66.74888922605922,18.0,92.0,74.0,7.0,10.0,204.0,232.0,194.0,225.0,6.510913848876953,66.74888922605922,153.52283272414186,8.40225333177461,0.46314589665653494
P0103,P0103_01.jpg,P0103_01.jpg,.jpg,JPEG,L,1,8-bit,344674,336.596,0.32871,2176,1108,1.963899,2411008,0.0,255.0,255.0,50.86547950069017,14.0,58.168899859160476,9.0,93.0,84.0,0.0,0.0,172.0,202.0,172.0,202.0,6.563901901245117,58.168899859160476,92.9335455309382,38.593691933000635,0.13508872637502653
P0104,P0104_01.jpg,P0104_01.jpg,.jpg,JPEG,L,1,8-bit,688300,672.168,0.65641,2032,2439,0.833128,4956048,0.0,255.0,255.0,50.001163830535944,23.0,58.06593330834239,18.0,46.0,28.0,1.0,9.0,184.0,210.0,175.0,209.0,6.040654182434082,58.06593330834239,99.68568420721067,9.298860705142484,0.08781190174106465
P0104,P0104_02.jpg,P0104_02.jpg,.jpg,JPEG,L,1,8-bit,639852,624.855,0.61021,2032,2439,0.833128,4956048,0.0,255.0,255.0,45.0055852969947,17.0,55.599988955273574,13.0,54.0,41.0,0.0,5.0,172.0,198.0,167.0,198.0,6.078571319580078,55.599988955273574,51.86082143068131,22.485476331141264,0.06710992306773461
P0105,P0105_01.jpg,P0105_01.jpg,.jpg,JPEG,L,1,8-bit,472127,461.062,0.45026,1612,2439,0.660927,3931668,0.0,255.0,255.0,38.44484681819523,16.0,49.33745151192673,12.0,43.0,31.0,0.0,3.0,164.0,191.0,161.0,191.0,6.141357421875,49.33745151192673,38.53546996577703,28.6675528045603,0.08467144224792124
P0105,P0105_02.jpg,P0105_02.jpg,.jpg,JPEG,L,1,8-bit,475556,464.41,0.45353,1648,2439,0.675687,4019472,0.0,255.0,255.0,37.76706318640856,19.0,37.59062904378609,15.0,48.0,33.0,9.0,9.0,124.0,159.0,115.0,150.0,5.907125949859619,37.59062904378609,35.34684221849357,15.882309915332163,0.08511068120389942
P0106,P0106_01.jpg,P0106_01.jpg,.jpg,JPEG,L,1,8-bit,753007,735.358,0.71812,2032,2439,0.833128,4956048,0.0,255.0,255.0,45.49205536346702,14.0,59.47052953919792,11.0,59.0,48.0,0.0,2.0,178.0,206.0,176.0,206.0,5.90924072265625,59.47052953919792,221.0060498374396,37.69237101819837,0.07891368283761578
P0106,P0106_02.jpg,P0106_02.jpg,.jpg,JPEG,L,1,8-bit,569782,556.428,0.54339,1816,2439,0.744567,4429224,0.0,255.0,255.0,35.44834083803393,3.0,52.81691975386661,0.0,54.0,54.0,0.0,0.0,153.0,179.0,153.0,179.0,5.356926441192627,52.81691975386661,62.01338446505611,58.848728355124955,0.07141205773291213
P0106,P0106_03.jpg,P0106_03.jpg,.jpg,JPEG,L,1,8-bit,673083,657.308,0.6419,2112,2547,0.829211,5379264,0.0,255.0,255.0,52.16833139254738,24.0,56.153298249418015,18.0,65.0,47.0,1.0,10.0,175.0,199.0,165.0,198.0,6.279656887054443,56.153298249418015,49.13352902412208,6.923735291668153,0.061067833815183645
P0106,P0106_04.jpg,P0106_04.jpg,.jpg,JPEG,L,1,8-bit,691564,675.355,0.65953,2212,2592,0.853395,5733504,0.0,255.0,255.0,43.04758189756212,20.0,46.69627735694107,17.0,46.0,29.0,0.0,9.0,152.0,177.0,143.0,177.0,5.931931495666504,46.69627735694107,51.16741320486745,8.504241036545888,0.059893565958966805
P0107,P0107_01.jpg,P0107_01.jpg,.jpg,JPEG,L,1,8-bit,586815,573.062,0.55963,1800,2488,0.723473,4478400,0.0,255.0,255.0,51.01790594855306,16.0,64.00753869198212,9.0,80.0,71.0,0.0,0.0,186.0,212.0,186.0,212.0,6.4965105056762695,64.00753869198212,54.81786148124744,40.89857984994641,0.10278224365844946
P0107,P0107_02.jpg,P0107_02.jpg,.jpg,JPEG,L,1,8-bit,623887,609.265,0.59499,1776,2455,0.723422,4360080,0.0,255.0,255.0,56.088371084934224,18.0,70.65760982370125,11.0,87.0,76.0,0.0,3.0,205.0,230.0,202.0,230.0,6.515464782714844,70.65760982370125,96.79824888414979,31.91881800333939,0.3595805581548962
P0108,P0108_01.jpg,P0108_01.jpg,.jpg,JPEG,L,1,8-bit,547190,534.365,0.52184,2032,2439,0.833128,4956048,0.0,255.0,255.0,42.442073603806904,14.0,58.24880466516609,11.0,36.0,25.0,0.0,1.0,176.0,200.0,175.0,200.0,5.787013530731201,58.24880466516609,77.56705903690838,34.00590551181102,0.05242079979854916
P0108,P0108_02.jpg,P0108_02.jpg,.jpg,JPEG,L,1,8-bit,543759,531.015,0.51857,2032,2439,0.833128,4956048,0.0,255.0,255.0,33.884588688406566,8.0,53.26549325088197,6.0,34.0,28.0,0.0,0.0,169.0,212.0,169.0,212.0,5.5205841064453125,53.26549325088197,81.1059387571728,67.76596998253447,0.05558864643764548
P0109,P0109_01.jpg,P0109_01.jpg,.jpg,JPEG,L,1,8-bit,657162,641.76,0.62672,2032,2439,0.833128,4956048,0.0,255.0,255.0,47.783933892488534,13.0,67.53660317131957,10.0,49.0,39.0,0.0,1.0,199.0,221.0,198.0,221.0,5.876321792602539,67.53660317131957,94.11597751651034,44.734776580049264,0.10272297604865813
P0109,P0109_02.jpg,P0109_02.jpg,.jpg,JPEG,L,1,8-bit,618729,604.228,0.59007,2032,2439,0.833128,4956048,0.0,255.0,255.0,33.29677719021285,6.0,54.96212607765533,4.0,32.0,28.0,0.0,0.0,172.0,204.0,172.0,204.0,5.498433589935303,54.96212607765533,59.43939265757466,66.4833754636759,0.05589130694456551
P0110,P0110_01.jpg,P0110_01.jpg,.jpg,JPEG,L,1,8-bit,835058,815.486,0.79637,2508,2373,1.05689,5951484,0.0,255.0,255.0,51.78880981617358,17.0,64.0872953965031,8.0,92.0,84.0,0.0,1.0,183.0,207.0,182.0,207.0,6.4991302490234375,64.0872953965031,54.92991986918745,41.23544648696023,0.06062353523927814
P0110,P0110_02.jpg,P0110_02.jpg,.jpg,JPEG,L,1,8-bit,409480,399.883,0.39051,2152,1178,1.826825,2535056,0.0,255.0,255.0,46.23056374297057,14.0,55.53334211798218,8.0,76.0,68.0,0.0,1.0,163.0,221.0,162.0,221.0,6.511570930480957,55.53334211798218,170.98783293196425,48.5437402566255,0.31099904696385405
P0110,P0110_03.jpg,P0110_03.jpg,.jpg,JPEG,L,1,8-bit,373062,364.318,0.35578,2144,1124,1.907473,2409856,0.0,255.0,255.0,48.601127204281084,14.0,61.717359420563845,6.0,81.0,75.0,0.0,0.0,182.0,224.0,182.0,224.0,6.461698532104492,61.717359420563845,293.79197038922626,49.0404405906411,0.38201452700908267
P0111,P0111_01.jpg,P0111_01.jpg,.jpg,JPEG,L,1,8-bit,800943,782.171,0.76384,2236,2738,0.816654,6122168,0.0,255.0,255.0,43.53680460908619,20.0,51.078085570402266,18.0,36.0,18.0,0.0,9.0,169.0,197.0,160.0,197.0,5.599732398986816,51.078085570402266,79.60077107723653,8.937128154601442,0.0553725412304922
P0111,P0111_02.jpg,P0111_02.jpg,.jpg,JPEG,L,1,8-bit,917341,895.841,0.87484,2204,2717,0.811189,5988268,0.0,255.0,255.0,44.5474709882724,14.0,53.41790435160296,12.0,75.0,63.0,0.0,1.0,159.0,184.0,158.0,184.0,6.0275678634643555,53.41790435160296,94.41752867853693,31.604881411453196,0.052836646589631595
P0112,P0112_01.jpg,P0112_01.jpg,.jpg,JPEG,L,1,8-bit,506686,494.811,0.48321,2184,1292,1.690402,2821728,0.0,255.0,255.0,66.91926330248698,25.0,73.68014801688928,9.0,129.0,120.0,0.0,1.0,208.0,240.0,207.0,240.0,6.940299034118652,73.68014801688928,159.21435847740216,37.7651212306785,0.7954700098662946
P0112,P0112_02.jpg,P0112_02.jpg,.jpg,JPEG,L,1,8-bit,536392,523.82,0.51154,2204,1309,1.683728,2885036,0.0,255.0,255.0,70.14026376100679,31.0,75.52487337997316,9.0,133.0,124.0,0.0,1.0,212.0,236.0,211.0,236.0,6.950197219848633,75.52487337997316,142.7298632943636,42.65669475181592,0.6044638611095321
P0113,P0113_01.jpg,P0113_01.jpg,.jpg,JPEG,L,1,8-bit,483280,471.953,0.46089,1540,2464,0.625,3794560,0.0,255.0,255.0,58.15284697039973,12.0,76.65070834787028,8.0,112.0,104.0,0.0,3.0,211.0,230.0,208.0,230.0,6.1140217781066895,76.65070834787028,62.570846232684566,54.7916754511722,0.279057387417777
P0113,P0113_02.jpg,P0113_02.jpg,.jpg,JPEG,L,1,8-bit,463180,452.324,0.44172,1616,2361,0.684456,3815376,0.0,255.0,255.0,41.86659768263993,7.0,63.323805769663345,5.0,48.0,43.0,0.0,0.0,187.0,212.0,187.0,212.0,5.758470058441162,63.323805769663345,48.03029688789098,62.44341317867492,0.07771186902680104
P0114,P0114_01.jpg,P0114_01.jpg,.jpg,JPEG,L,1,8-bit,618164,603.676,0.58953,2032,2439,0.833128,4956048,0.0,255.0,255.0,44.74765438107137,8.0,68.65510661315017,2.0,54.0,52.0,0.0,0.0,192.0,216.0,192.0,216.0,5.860788345336914,68.65510661315017,223.96082583685325,59.56996380987432,0.21180182274263687
P0114,P0114_02.jpg,P0114_02.jpg,.jpg,JPEG,L,1,8-bit,610831,596.515,0.58253,2032,2439,0.833128,4956048,0.0,255.0,255.0,50.67521420292943,7.0,69.31502529749102,5.0,97.0,92.0,0.0,0.0,190.0,209.0,190.0,209.0,5.8842267990112305,69.31502529749102,79.25380724847882,61.186978011512394,0.21549428092706124
P0115,P0115_01.jpg,P0115_01.jpg,.jpg,JPEG,L,1,8-bit,572111,558.702,0.54561,1864,2439,0.764248,4546296,0.0,255.0,255.0,69.0710180331417,33.0,67.59841649022614,29.0,90.0,61.0,10.0,20.0,218.0,252.0,198.0,242.0,6.351961135864258,67.59841649022614,62.00022801053578,1.5404848254491128,1.7074779116889882
P0115,P0115_02.jpg,P0115_02.jpg,.jpg,JPEG,L,1,8-bit,542801,530.079,0.51766,1808,2439,0.741287,4409712,0.0,255.0,255.0,53.71972001799664,23.0,54.303543101469494,20.0,90.0,70.0,1.0,10.0,165.0,196.0,155.0,195.0,5.89649772644043,54.303543101469494,48.58878630826618,6.611837689173352,0.07274851509577043
P0116,P0116_01.jpg,P0116_01.jpg,.jpg,JPEG,L,1,8-bit,506908,495.027,0.48343,2032,2439,0.833128,4956048,0.0,255.0,255.0,35.386933903787856,4.0,63.73015334709341,3.0,16.0,13.0,0.0,0.0,191.0,213.0,191.0,213.0,4.985738754272461,63.73015334709341,123.2503800493904,74.56580323677252,0.09499504443863335
P0116,P0116_02.jpg,P0116_02.jpg,.jpg,JPEG,L,1,8-bit,579808,566.219,0.55295,2032,2439,0.833128,4956048,0.0,255.0,255.0,49.22730510277544,7.0,71.05749712917063,6.0,78.0,72.0,0.0,1.0,197.0,218.0,196.0,218.0,5.540987968444824,71.05749712917063,104.87136220348268,66.12508595558396,0.11539436260504336
P0117,P0117_01.jpg,P0117_01.jpg,.jpg,JPEG,L,1,8-bit,581253,567.63,0.55433,2560,1260,2.031746,3225600,0.0,255.0,255.0,62.214626736111114,25.0,64.9603757141129,12.0,117.0,105.0,0.0,2.0,188.0,208.0,186.0,208.0,6.689068794250488,64.9603757141129,129.6108566673157,27.026599702380956,0.1087549603174603
P0118,P0118_01.jpg,P0118_01.jpg,.jpg,JPEG,L,1,8-bit,613643,599.261,0.58522,2032,2439,0.833128,4956048,0.0,255.0,255.0,49.14360050588695,13.0,68.49202405250811,11.0,53.0,42.0,0.0,3.0,201.0,224.0,198.0,224.0,5.818342208862305,68.49202405250811,59.73534124011266,41.349982889592674,0.22445303193189414
P0118,P0118_02.jpg,P0118_02.jpg,.jpg,JPEG,L,1,8-bit,631648,616.844,0.60239,2032,2439,0.833128,4956048,0.0,255.0,255.0,54.863849785151395,13.0,70.02655896886945,10.0,96.0,86.0,0.0,1.0,196.0,220.0,195.0,220.0,6.198429107666016,70.02655896886945,45.30708956251234,49.8309540182016,0.21537321672429324
P0119,P0119_01.jpg,P0119_01.jpg,.jpg,JPEG,L,1,8-bit,405679,396.171,0.38689,1180,2400,0.491667,2832000,0.0,255.0,255.0,65.90821080508475,21.0,68.8215909705132,15.0,137.0,122.0,0.0,7.0,191.0,212.0,184.0,212.0,6.625766754150391,68.8215909705132,72.28706431740561,13.958156779661016,0.09975282485875706
P0119,P0119_02.jpg,P0119_02.jpg,.jpg,JPEG,L,1,8-bit,412824,403.148,0.3937,1184,2439,0.485445,2887776,0.0,255.0,255.0,75.36558756634864,28.0,69.85421543654078,21.0,142.0,121.0,0.0,8.0,203.0,227.0,195.0,227.0,7.046205997467041,69.85421543654078,54.13916201379367,9.979132730516495,0.29888052258900966
P0120,P0120_01.jpg,P0120_01.jpg,.jpg,JPEG,L,1,8-bit,583340,569.668,0.55632,2032,2439,0.833128,4956048,0.0,255.0,255.0,46.615885883268284,23.0,51.55597110829798,19.0,36.0,17.0,3.0,12.0,170.0,198.0,158.0,195.0,6.029674530029297,51.55597110829798,45.678815143548384,5.573150219691173,0.0637806574916143
P0120,P0120_02.jpg,P0120_02.jpg,.jpg,JPEG,L,1,8-bit,615475,601.05,0.58696,2032,2439,0.833128,4956048,0.0,255.0,255.0,53.97588522145064,25.0,52.50211570602036,19.0,91.0,72.0,2.0,11.0,161.0,186.0,150.0,184.0,6.415663719177246,52.50211570602036,39.29254660888159,6.117717181108819,0.06420438220130233
P0121,P0121_01.jpg,P0121_01.jpg,.jpg,JPEG,L,1,8-bit,745496,728.023,0.71096,2032,2439,0.833128,4956048,0.0,255.0,255.0,68.14478189073229,32.0,70.20208542123048,18.0,120.0,102.0,4.0,10.0,205.0,228.0,195.0,224.0,6.958292484283447,70.20208542123048,252.89165946468472,8.789079524653514,0.36761145170506826
P0121,P0121_02.jpg,P0121_02.jpg,.jpg,JPEG,L,1,8-bit,774147,756.003,0.73828,2032,2439,0.833128,4956048,0.0,255.0,255.0,89.88941854477599,49.0,74.50557485099078,25.0,170.0,145.0,11.0,17.0,212.0,233.0,195.0,222.0,7.190107345581055,74.50557485099078,90.82817171119812,1.6931434078120307,0.4659357617198219
P0122,P0122_01.jpg,P0122_01.jpg,.jpg,JPEG,L,1,8-bit,411745,402.095,0.39267,1628,2032,0.801181,3308096,0.0,255.0,255.0,49.505799710770184,18.0,59.18578430450175,15.0,66.0,51.0,0.0,7.0,178.0,201.0,171.0,201.0,5.97153377532959,59.18578430450175,56.435495766063674,15.179819449012363,0.11199795894677786
P0122,P0122_02.jpg,P0122_02.jpg,.jpg,JPEG,L,1,8-bit,407067,397.526,0.38821,1628,2032,0.801181,3308096,0.0,255.0,255.0,49.809147316160114,15.0,58.70479313527052,13.0,76.0,63.0,0.0,5.0,174.0,196.0,169.0,196.0,6.053911209106445,58.70479313527052,49.722151943820805,24.24077173092921,0.10268746735282168
P0122,P0122_03.jpg,P0122_03.jpg,.jpg,JPEG,L,1,8-bit,599549,585.497,0.57177,2032,2439,0.833128,4956048,0.0,255.0,255.0,39.35034083608553,16.0,52.44844142811944,13.0,21.0,8.0,0.0,7.0,168.0,195.0,161.0,195.0,5.552613735198975,52.44844142811944,70.35428366135163,19.500678766630188,0.06737222884039865
P0122,P0122_04.jpg,P0122_04.jpg,.jpg,JPEG,L,1,8-bit,588078,574.295,0.56083,2032,2439,0.833128,4956048,0.0,255.0,255.0,40.53862896404554,15.0,52.52650129195998,12.0,46.0,34.0,0.0,4.0,164.0,195.0,160.0,195.0,5.856448650360107,52.52650129195998,33.51138056903214,31.220500689258863,0.06499129951929442
P0123,P0123_01.jpg,P0123_01.jpg,.jpg,JPEG,L,1,8-bit,994981,971.661,0.94889,2700,2473,1.091791,6677100,0.0,255.0,255.0,62.17399709454703,25.0,64.14471169014291,15.0,123.0,108.0,0.0,6.0,183.0,203.0,177.0,203.0,6.820806503295898,64.14471169014291,61.14819317482334,16.507031495709214,0.03923859160413952
P0123,P0123_02.jpg,P0123_02.jpg,.jpg,JPEG,L,1,8-bit,621589,607.021,0.59279,2032,2439,0.833128,4956048,0.0,255.0,255.0,36.84416716706537,12.0,49.36470553690582,8.0,48.0,40.0,0.0,0.0,149.0,177.0,149.0,177.0,5.962155342102051,49.36470553690582,47.71000836204999,52.50897489289853,0.0640026085300223
P0123,P0123_03.jpg,P0123_03.jpg,.jpg,JPEG,L,1,8-bit,638879,623.905,0.60928,2032,2439,0.833128,4956048,0.0,255.0,255.0,65.23315290731648,32.0,66.81296880000454,21.0,97.0,76.0,5.0,13.0,205.0,228.0,192.0,223.0,6.812355041503906,66.81296880000454,52.174742836933106,4.808246409235746,0.19844440570389957
P0124,P0124_01.jpg,P0124_01.jpg,.jpg,JPEG,L,1,8-bit,539225,526.587,0.51425,2032,2439,0.833128,4956048,0.0,255.0,255.0,44.17999623893877,12.0,62.77295726126268,10.0,44.0,34.0,0.0,3.0,186.0,207.0,183.0,207.0,5.6015496253967285,62.77295726126268,106.71037682817953,56.46390026892395,0.2039730042969721
P0124,P0124_02.jpg,P0124_02.jpg,.jpg,JPEG,L,1,8-bit,526845,514.497,0.50244,2032,2439,0.833128,4956048,0.0,255.0,255.0,49.522192480783076,8.0,70.07059617873848,6.0,79.0,73.0,2.0,2.0,198.0,223.0,196.0,221.0,5.664460182189941,70.07059617873848,52.04754827029762,65.22979599874739,0.3066959803456302
P0124,P0124_03.jpg,P0124_03.jpg,.jpg,JPEG,L,1,8-bit,667064,651.43,0.63616,2440,2032,1.200787,4958080,0.0,255.0,255.0,53.08034884471408,13.0,63.11114679882095,10.0,105.0,95.0,0.0,2.0,180.0,203.0,178.0,203.0,6.056882858276367,63.11114679882095,117.46731242522972,45.05316574157738,0.20013795662837228
P0125,P0125_01.jpg,P0125_01.jpg,.jpg,JPEG,L,1,8-bit,722434,705.502,0.68897,2032,2439,0.833128,4956048,0.0,255.0,255.0,46.95321958140841,10.0,66.07378704614143,5.0,90.0,85.0,0.0,0.0,181.0,206.0,181.0,206.0,5.831297874450684,66.07378704614143,141.03129094083906,57.73231009869154,0.05060483675702899
P0125,P0125_02.jpg,P0125_02.jpg,.jpg,JPEG,L,1,8-bit,555184,542.172,0.52946,2032,2439,0.833128,4956048,0.0,255.0,255.0,46.38901762049117,12.0,65.33276074334388,8.0,68.0,60.0,0.0,0.0,187.0,216.0,187.0,216.0,5.950101852416992,65.33276074334388,57.71533579727688,53.046096405845944,0.2424512434100719
P0126,P0126_01.jpg,P0126_01.jpg,.jpg,JPEG,L,1,8-bit,533701,521.192,0.50898,2032,2439,0.833128,4956048,0.0,255.0,255.0,35.94588853860979,7.0,57.520617350847004,4.0,22.0,18.0,0.0,0.0,170.0,195.0,170.0,195.0,5.666068077087402,57.520617350847004,40.102584482893526,63.31014146755641,0.04505606079682844
P0126,P0126_02.jpg,P0126_02.jpg,.jpg,JPEG,L,1,8-bit,700274,683.861,0.66783,2032,2439,0.833128,4956048,0.0,255.0,255.0,96.76467338492283,61.0,63.3581385529322,57.0,146.0,89.0,31.0,45.0,224.0,246.0,179.0,215.0,6.515933990478516,63.3581385529322,76.9006335950617,0.09313872666285718,1.449501699741407
P0127,P0127_01.jpg,P0127_01.jpg,.jpg,JPEG,L,1,8-bit,443801,433.399,0.42324,2440,2032,1.200787,4958080,0.0,246.0,246.0,51.755651986252744,0.0,71.98427236126933,0.0,126.0,126.0,0.0,0.0,183.0,204.0,183.0,204.0,3.863030433654785,71.98427236126933,159.89171903536135,61.78018507164064,0.03906754227442881
P0128,P0128_01.jpg,P0128_01.jpg,.jpg,JPEG,L,1,8-bit,626787,612.097,0.59775,2032,2439,0.833128,4956048,0.0,255.0,255.0,43.92526605876295,15.0,60.01763184416867,12.0,33.0,21.0,0.0,2.0,183.0,210.0,181.0,210.0,5.872139930725098,60.01763184416867,99.6776122567173,31.313578883820337,0.1278236207558926
P0128,P0128_02.jpg,P0128_02.jpg,.jpg,JPEG,L,1,8-bit,623478,608.865,0.59459,2032,2439,0.833128,4956048,0.0,255.0,255.0,52.446455926173435,12.0,68.90361574069594,10.0,99.0,89.0,0.0,0.0,192.0,218.0,192.0,218.0,5.7627387046813965,68.90361574069594,84.53438194798028,50.490895164857164,0.21848053126200553
P0129,P0129_01.jpg,P0129_01.jpg,.jpg,JPEG,L,1,8-bit,471177,460.134,0.44935,2436,1426,1.708275,3473736,0.0,255.0,255.0,47.266559980378474,14.0,58.20711697672532,11.0,76.0,65.0,0.0,3.0,176.0,206.0,173.0,206.0,6.134522438049316,58.20711697672532,122.90351570731362,39.49554600579894,0.07668976571622023
P0130,P0130_01.jpg,P0130_01.jpg,.jpg,JPEG,L,1,8-bit,582830,569.17,0.55583,2444,1532,1.5953,3744208,0.0,255.0,255.0,46.3950378825108,14.0,57.352728998110436,10.0,75.0,65.0,0.0,2.0,174.0,202.0,172.0,202.0,6.285983562469482,57.352728998110436,107.11482689617469,38.60138111985232,0.08832308461495729
P0131,P0131_01.jpg,P0131_01.jpg,.jpg,JPEG,L,1,8-bit,654144,638.812,0.62384,2032,2439,0.833128,4956048,0.0,255.0,255.0,55.60569328626357,31.0,58.999363423951664,19.0,48.0,29.0,7.0,13.0,193.0,216.0,180.0,209.0,6.597775459289551,58.999363423951664,128.63090808869148,4.841337291325669,0.10994647348048284
P0131,P0131_02.jpg,P0131_02.jpg,.jpg,JPEG,L,1,8-bit,605258,591.072,0.57722,2032,2439,0.833128,4956048,0.0,255.0,255.0,44.8933127766317,12.0,63.58440876698587,10.0,45.0,35.0,0.0,4.0,190.0,214.0,186.0,214.0,5.665887832641602,63.58440876698587,104.33223754990527,51.6911054937321,0.09354227400541722
P0132,P0132_01.jpg,P0132_01.jpg,.jpg,JPEG,L,1,8-bit,706575,690.015,0.67384,2560,1774,1.443067,4541440,0.0,255.0,255.0,41.31380311090756,12.0,51.97101652216102,8.0,65.0,57.0,0.0,1.0,157.0,193.0,156.0,193.0,6.122234344482422,51.97101652216102,83.71863659238498,55.99629192502819,0.06889885146561443
P0133,P0133_01.jpg,P0133_01.jpg,.jpg,JPEG,L,1,8-bit,756462,738.732,0.72142,2032,2439,0.833128,4956048,0.0,255.0,255.0,70.47204829331758,36.0,62.4911171397728,33.0,94.0,61.0,13.0,23.0,198.0,217.0,175.0,204.0,6.155796051025391,62.4911171397728,253.55128361013834,0.9189378311105947,0.10691986841128254
P0133,P0133_02.jpg,P0133_02.jpg,.jpg,JPEG,L,1,8-bit,768059,750.058,0.73248,2032,2439,0.833128,4956048,0.0,255.0,255.0,60.925304597534165,15.0,72.29660903759226,12.0,140.0,128.0,0.0,3.0,192.0,211.0,189.0,211.0,5.979852676391602,72.29660903759226,204.26394704208315,26.902463414397925,0.0772389613659916
P0134,P0134_01.jpg,P0134_01.jpg,.jpg,JPEG,L,1,8-bit,572395,558.979,0.54588,2372,1707,1.389572,4049004,0.0,255.0,255.0,54.74200297159499,6.0,69.06911782467832,3.0,114.0,111.0,0.0,0.0,188.0,215.0,188.0,215.0,5.922846794128418,69.06911782467832,93.74924104971862,55.64291860418019,0.28844130556551684
P0135,P0135_01.jpg,P0135_01.jpg,.jpg,JPEG,L,1,8-bit,610830,596.514,0.58253,1964,2604,0.754224,5114256,0.0,255.0,255.0,48.05180655798224,14.0,65.78431524190046,12.0,45.0,33.0,0.0,6.0,199.0,222.0,193.0,222.0,5.712000370025635,65.78431524190046,49.12748753112049,33.44502113308368,0.193732969174793
P0135,P0135_02.jpg,P0135_02.jpg,.jpg,JPEG,L,1,8-bit,613999,599.608,0.58556,2008,2529,0.79399,5078232,0.0,255.0,255.0,58.04347654853106,14.0,71.44954015119922,11.0,110.0,99.0,0.0,4.0,202.0,226.0,198.0,226.0,6.1397929191589355,71.44954015119922,45.63877493416406,36.21317419133273,0.22576755059634926
P0136,P0136_01.jpg,P0136_01.jpg,.jpg,JPEG,L,1,8-bit,712933,696.224,0.67991,2032,2439,0.833128,4956048,0.0,255.0,255.0,76.97592819924262,52.0,59.20572220965164,38.0,75.0,37.0,17.0,29.0,207.0,233.0,178.0,216.0,6.882732391357422,59.20572220965164,109.92237849250239,0.42027437990915345,0.44117813225376346
P0136,P0136_02.jpg,P0136_02.jpg,.jpg,JPEG,L,1,8-bit,607729,593.485,0.57958,2032,2439,0.833128,4956048,0.0,255.0,255.0,52.529448665549644,18.0,65.45980434742894,13.0,67.0,54.0,1.0,8.0,195.0,219.0,187.0,218.0,6.197807312011719,65.45980434742894,75.3867971786161,22.300853421920046,0.1237276152289082
P0137,P0137_01.jpg,P0137_01.jpg,.jpg,JPEG,L,1,8-bit,907371,886.104,0.86534,2260,2619,0.862925,5918940,0.0,255.0,255.0,43.66738926226655,9.0,60.11215510192184,1.0,71.0,70.0,0.0,0.0,173.0,204.0,173.0,204.0,6.01106071472168,60.11215510192184,76.10906134608464,55.561688410424836,0.013499038679222967
P0137,P0137_02.jpg,P0137_02.jpg,.jpg,JPEG,L,1,8-bit,486721,475.313,0.46417,1628,2290,0.710917,3728120,0.0,255.0,255.0,42.716030063409974,12.0,60.38381179052094,7.0,49.0,42.0,0.0,0.0,186.0,211.0,186.0,211.0,6.262999057769775,60.38381179052094,51.56038821914366,52.50099245732434,0.08771176893447637
P0137,P0137_03.jpg,P0137_03.jpg,.jpg,JPEG,L,1,8-bit,513047,501.022,0.48928,1628,2300,0.707826,3744400,0.0,255.0,255.0,48.4019915073176,18.0,57.4891908079747,12.0,69.0,57.0,0.0,4.0,174.0,201.0,170.0,201.0,6.438440322875977,57.4891908079747,61.30444170536594,25.10853541288324,0.08449951928212797
